"","subject","activity","variable","mean"
"161",1,"SITTING","frequencyBodyAccSTDEVY",-0.917275006382979
"162",1,"SITTING","frequencyBodyAccSTDEVZ",-0.934469558085106
"163",1,"SITTING","frequencyBodyAccJerkSTDEVX",-0.987492994468085
"164",1,"SITTING","frequencyBodyAccJerkSTDEVY",-0.982513909574468
"165",1,"SITTING","frequencyBodyAccJerkSTDEVZ",-0.988339184893617
"166",1,"SITTING","frequencyBodyGyroSTDEVX",-0.977904227021277
"167",1,"SITTING","frequencyBodyGyroSTDEVY",-0.962345042553192
"168",1,"SITTING","frequencyBodyGyroSTDEVZ",-0.94391784106383
"169",1,"SITTING","frequencyBodyAccMagnitudeSTDEV.",-0.928444801702128
"170",1,"SITTING","frequencyBodyBodyAccJerkMagnitudeSTDEV.",-0.981606177446808
"171",1,"SITTING","frequencyBodyBodyGyroMagnitudeSTDEV.",-0.932198374893617
"172",1,"SITTING","frequencyBodyBodyGyroJerkMagnitudeSTDEV.",-0.987049617234043
"173",1,"STANDING","timeBodyAccMEANX",0.278917629056604
"174",1,"STANDING","timeBodyAccMEANY",-0.0161375901037736
"175",1,"STANDING","timeBodyAccMEANZ",-0.110601817735849
"176",1,"STANDING","timeGravityAccMEANX",0.942952000377358
"177",1,"STANDING","timeGravityAccMEANY",-0.272983832264151
"178",1,"STANDING","timeGravityAccMEANZ",0.0134905823226415
"179",1,"STANDING","timeBodyAccJerkMEANX",0.0753766542264151
"180",1,"STANDING","timeBodyAccJerkMEANY",0.00797573092830189
"181",1,"STANDING","timeBodyAccJerkMEANZ",-0.00368524954709434
"182",1,"STANDING","timeBodyGyroMEANX",-0.0239877347979245
"183",1,"STANDING","timeBodyGyroMEANY",-0.0593972209811321
"184",1,"STANDING","timeBodyGyroMEANZ",0.074800751
"185",1,"STANDING","timeBodyGyroJerkMEANX",-0.0996092129056604
"186",1,"STANDING","timeBodyGyroJerkMEANY",-0.0440627877924528
"187",1,"STANDING","timeBodyGyroJerkMEANZ",-0.0489505466716981
"188",1,"STANDING","timeBodyAccMagnitudeMEAN..",-0.984278207358491
"189",1,"STANDING","timeGravityAccMagnitudeMEAN..",-0.984278207358491
"190",1,"STANDING","timeBodyAccJerkMagnitudeMEAN..",-0.992367790566038
"191",1,"STANDING","timeBodyGyroMagnitudeMEAN..",-0.976493792830189
"192",1,"STANDING","timeBodyGyroJerkMagnitudeMEAN..",-0.994966790566038
"193",1,"STANDING","frequencyBodyAccMEANX",-0.995249932641509
"194",1,"STANDING","frequencyBodyAccMEANY",-0.977070847735849
"195",1,"STANDING","frequencyBodyAccMEANZ",-0.985297098679245
"196",1,"STANDING","frequencyBodyAccMEANFreqX",0.0865153619088679
"197",1,"STANDING","frequencyBodyAccMEANFreqY",0.117478948718868
"198",1,"STANDING","frequencyBodyAccMEANFreqZ",0.244858585792453
"199",1,"STANDING","frequencyBodyAccJerkMEANX",-0.994630797358491
"200",1,"STANDING","frequencyBodyAccJerkMEANY",-0.985418704528302
"201",1,"STANDING","frequencyBodyAccJerkMEANZ",-0.990752166037736
"202",1,"STANDING","frequencyBodyAccJerkMEANFreqX",0.314182940150943
"203",1,"STANDING","frequencyBodyAccJerkMEANFreqY",0.0391618954943396
"204",1,"STANDING","frequencyBodyAccJerkMEANFreqZ",0.138581478749057
"205",1,"STANDING","frequencyBodyGyroMEANX",-0.986386786037736
"206",1,"STANDING","frequencyBodyGyroMEANY",-0.988984455849057
"207",1,"STANDING","frequencyBodyGyroMEANZ",-0.980773122830189
"208",1,"STANDING","frequencyBodyGyroMEANFreqX",-0.120293020603774
"209",1,"STANDING","frequencyBodyGyroMEANFreqY",-0.0447191978169811
"210",1,"STANDING","frequencyBodyGyroMEANFreqZ",0.100607635139623
"211",1,"STANDING","frequencyBodyAccMagnitudeMEAN..",-0.985356361132075
"212",1,"STANDING","frequencyBodyAccMagnitudeMEANFreq..",0.284555290773585
"213",1,"STANDING","frequencyBodyBodyAccJerkMagnitudeMEAN..",-0.99254247754717
"214",1,"STANDING","frequencyBodyBodyAccJerkMagnitudeMEANFreq..",0.422220102264151
"215",1,"STANDING","frequencyBodyBodyGyroMagnitudeMEAN..",-0.984617623396226
"216",1,"STANDING","frequencyBodyBodyGyroMagnitudeMEANFreq..",-0.0286057725328302
"217",1,"STANDING","frequencyBodyBodyGyroJerkMagnitudeMEAN..",-0.994815376981132
"218",1,"STANDING","frequencyBodyBodyGyroJerkMagnitudeMEANFreq..",0.334498734301887
"219",1,"STANDING","angle.tBodyAccMean.gravity.",-0.000222340747169812
"220",1,"STANDING","angle.tBodyAccJerkMean..gravityMean.",0.021963782690566
"221",1,"STANDING","angle.tBodyGyroMean.gravityMean.",-0.0337938382037736
"222",1,"STANDING","angle.tBodyGyroJerkMean.gravityMean.",-0.0279229321962264
"223",1,"STANDING","angle.X.gravityMean.",-0.743407887924528
"224",1,"STANDING","angle.Y.gravityMean.",0.270175032830189
"225",1,"STANDING","angle.Z.gravityMean.",0.0122528503773585
"226",1,"STANDING","timeBodyAccSTDEVX",-0.995759901509434
"227",1,"STANDING","timeBodyAccSTDEVY",-0.973190056415094
"228",1,"STANDING","timeBodyAccSTDEVZ",-0.979775876981132
"229",1,"STANDING","timeGravityAccSTDEVX",-0.99376298509434
"230",1,"STANDING","timeGravityAccSTDEVY",-0.981225957924528
"231",1,"STANDING","timeGravityAccSTDEVZ",-0.976324063584906
"232",1,"STANDING","timeBodyAccJerkSTDEVX",-0.994604542264151
"233",1,"STANDING","timeBodyAccJerkSTDEVY",-0.98564873245283
"234",1,"STANDING","timeBodyAccJerkSTDEVZ",-0.992251177358491
"235",1,"STANDING","timeBodyGyroSTDEVX",-0.987191946603774
"236",1,"STANDING","timeBodyGyroSTDEVY",-0.98773444
"237",1,"STANDING","timeBodyGyroSTDEVZ",-0.980645626981132
"238",1,"STANDING","timeBodyGyroJerkSTDEVX",-0.992945106981132
"239",1,"STANDING","timeBodyGyroJerkSTDEVY",-0.995137917358491
"240",1,"STANDING","timeBodyGyroJerkSTDEVZ",-0.992108467169811
"241",1,"STANDING","timeBodyAccMagnitudeSTDEV.",-0.981942928867925
"242",1,"STANDING","timeGravityAccMagnitudeSTDEV.",-0.981942928867925
"243",1,"STANDING","timeBodyAccJerkMagnitudeSTDEV.",-0.993096209433962
"244",1,"STANDING","timeBodyGyroMagnitudeSTDEV.",-0.978690028679245
"245",1,"STANDING","timeBodyGyroJerkMagnitudeSTDEV.",-0.994733238679245
"246",1,"STANDING","frequencyBodyAccSTDEVX",-0.99602834509434
"247",1,"STANDING","frequencyBodyAccSTDEVY",-0.972293102075472
"248",1,"STANDING","frequencyBodyAccSTDEVZ",-0.977937259622642
"249",1,"STANDING","frequencyBodyAccJerkSTDEVX",-0.995073759245283
"250",1,"STANDING","frequencyBodyAccJerkSTDEVY",-0.987018226792453
"251",1,"STANDING","frequencyBodyAccJerkSTDEVZ",-0.992349818113208
"252",1,"STANDING","frequencyBodyGyroSTDEVX",-0.987497128679245
"253",1,"STANDING","frequencyBodyGyroSTDEVY",-0.987107727735849
"254",1,"STANDING","frequencyBodyGyroSTDEVZ",-0.98234533
"255",1,"STANDING","frequencyBodyAccMagnitudeSTDEV.",-0.982313804716981
"256",1,"STANDING","frequencyBodyBodyAccJerkMagnitudeSTDEV.",-0.992536003396226
"257",1,"STANDING","frequencyBodyBodyGyroMagnitudeSTDEV.",-0.978466072075472
"258",1,"STANDING","frequencyBodyBodyGyroJerkMagnitudeSTDEV.",-0.994671123207547
"259",1,"WALKING","timeBodyAccMEANX",0.277330758736842
"260",1,"WALKING","timeBodyAccMEANY",-0.0173838185273684
"261",1,"WALKING","timeBodyAccMEANZ",-0.111148103547368
"262",1,"WALKING","timeGravityAccMEANX",0.935223201473684
"263",1,"WALKING","timeGravityAccMEANY",-0.282165021263158
"264",1,"WALKING","timeGravityAccMEANZ",-0.068102864
"265",1,"WALKING","timeBodyAccJerkMEANX",0.0740416333157895
"266",1,"WALKING","timeBodyAccJerkMEANY",0.0282721095884211
"267",1,"WALKING","timeBodyAccJerkMEANZ",-0.00416840617789474
"268",1,"WALKING","timeBodyGyroMEANX",-0.041830963526
"269",1,"WALKING","timeBodyGyroMEANY",-0.0695300462115789
"270",1,"WALKING","timeBodyGyroMEANZ",0.0849448173042105
"271",1,"WALKING","timeBodyGyroJerkMEANX",-0.0899975423705263
"272",1,"WALKING","timeBodyGyroJerkMEANY",-0.0398428709463158
"273",1,"WALKING","timeBodyGyroJerkMEANZ",-0.0461309295021053
"274",1,"WALKING","timeBodyAccMagnitudeMEAN..",-0.136971176556842
"275",1,"WALKING","timeGravityAccMagnitudeMEAN..",-0.136971176556842
"276",1,"WALKING","timeBodyAccJerkMagnitudeMEAN..",-0.141428809031579
"277",1,"WALKING","timeBodyGyroMagnitudeMEAN..",-0.160979552536842
"278",1,"WALKING","timeBodyGyroJerkMagnitudeMEAN..",-0.298703679084211
"279",1,"WALKING","frequencyBodyAccMEANX",-0.202794306326316
"280",1,"WALKING","frequencyBodyAccMEANY",0.0897127264021053
"281",1,"WALKING","frequencyBodyAccMEANZ",-0.331560117789474
"282",1,"WALKING","frequencyBodyAccMEANFreqX",-0.207548374494737
"283",1,"WALKING","frequencyBodyAccMEANFreqY",0.113093646103158
"284",1,"WALKING","frequencyBodyAccMEANFreqZ",0.0497265196172632
"285",1,"WALKING","frequencyBodyAccJerkMEANX",-0.170546964549579
"286",1,"WALKING","frequencyBodyAccJerkMEANY",-0.0352255241130632
"287",1,"WALKING","frequencyBodyAccJerkMEANZ",-0.468999224631579
"288",1,"WALKING","frequencyBodyAccJerkMEANFreqX",-0.209261973376842
"289",1,"WALKING","frequencyBodyAccJerkMEANFreqY",-0.386237143210526
"290",1,"WALKING","frequencyBodyAccJerkMEANFreqZ",-0.185530281244211
"291",1,"WALKING","frequencyBodyGyroMEANX",-0.339032197115789
"292",1,"WALKING","frequencyBodyGyroMEANY",-0.103059416434737
"293",1,"WALKING","frequencyBodyGyroMEANZ",-0.255940940315789
"294",1,"WALKING","frequencyBodyGyroMEANFreqX",0.0147844986621053
"295",1,"WALKING","frequencyBodyGyroMEANFreqY",-0.0657746190010526
"296",1,"WALKING","frequencyBodyGyroMEANFreqZ",0.00077332156431579
"297",1,"WALKING","frequencyBodyAccMagnitudeMEAN..",-0.128623450629474
"298",1,"WALKING","frequencyBodyAccMagnitudeMEANFreq..",0.1906437244
"299",1,"WALKING","frequencyBodyBodyAccJerkMagnitudeMEAN..",-0.0571194000343158
"300",1,"WALKING","frequencyBodyBodyAccJerkMagnitudeMEANFreq..",0.0938221807027368
"301",1,"WALKING","frequencyBodyBodyGyroMagnitudeMEAN..",-0.199252568986316
"302",1,"WALKING","frequencyBodyBodyGyroMagnitudeMEANFreq..",0.268844367525895
"303",1,"WALKING","frequencyBodyBodyGyroJerkMagnitudeMEAN..",-0.319308593778947
"304",1,"WALKING","frequencyBodyBodyGyroJerkMagnitudeMEANFreq..",0.190663448793684
"305",1,"WALKING","angle.tBodyAccMean.gravity.",0.0604537474147368
"306",1,"WALKING","angle.tBodyAccJerkMean..gravityMean.",-0.00793037848421052
"307",1,"WALKING","angle.tBodyGyroMean.gravityMean.",0.0130594907157895
"308",1,"WALKING","angle.tBodyGyroJerkMean.gravityMean.",-0.0187431910452632
"309",1,"WALKING","angle.X.gravityMean.",-0.729247201052632
"310",1,"WALKING","angle.Y.gravityMean.",0.276953023473684
"311",1,"WALKING","angle.Z.gravityMean.",0.0688589119894737
"312",1,"WALKING","timeBodyAccSTDEVX",-0.283740258842105
"313",1,"WALKING","timeBodyAccSTDEVY",0.114461336747368
"314",1,"WALKING","timeBodyAccSTDEVZ",-0.260027902210526
"315",1,"WALKING","timeGravityAccSTDEVX",-0.976609642526316
"316",1,"WALKING","timeGravityAccSTDEVY",-0.971305961473684
"317",1,"WALKING","timeGravityAccSTDEVZ",-0.947717226105263
"318",1,"WALKING","timeBodyAccJerkSTDEVX",-0.113615602435789
"319",1,"WALKING","timeBodyAccJerkSTDEVY",0.0670025007684211
"320",1,"WALKING","timeBodyAccJerkSTDEVZ",-0.502699788526316
"321",1,"WALKING","timeBodyGyroSTDEVX",-0.473535485894737
"322",1,"WALKING","timeBodyGyroSTDEVY",-0.0546077686594737
"323",1,"WALKING","timeBodyGyroSTDEVZ",-0.344266629473684
"324",1,"WALKING","timeBodyGyroJerkSTDEVX",-0.207421854757895
"325",1,"WALKING","timeBodyGyroJerkSTDEVY",-0.304468510631579
"326",1,"WALKING","timeBodyGyroJerkSTDEVZ",-0.404255452631579
"327",1,"WALKING","timeBodyAccMagnitudeSTDEV.",-0.219688645631579
"328",1,"WALKING","timeGravityAccMagnitudeSTDEV.",-0.219688645631579
"329",1,"WALKING","timeBodyAccJerkMagnitudeSTDEV.",-0.0744717500625263
"330",1,"WALKING","timeBodyGyroMagnitudeSTDEV.",-0.186978364526316
"331",1,"WALKING","timeBodyGyroJerkMagnitudeSTDEV.",-0.325324878894737
"332",1,"WALKING","frequencyBodyAccSTDEVX",-0.319134719578947
"333",1,"WALKING","frequencyBodyAccSTDEVY",0.056040006846
"334",1,"WALKING","frequencyBodyAccSTDEVZ",-0.279686751494737
"335",1,"WALKING","frequencyBodyAccJerkSTDEVX",-0.133586606326316
"336",1,"WALKING","frequencyBodyAccJerkSTDEVY",0.106739857136
"337",1,"WALKING","frequencyBodyAccJerkSTDEVZ",-0.534713440421053
"338",1,"WALKING","frequencyBodyGyroSTDEVX",-0.516691938736842
"339",1,"WALKING","frequencyBodyGyroSTDEVY",-0.0335081597884211
"340",1,"WALKING","frequencyBodyGyroSTDEVZ",-0.436562227473684
"341",1,"WALKING","frequencyBodyAccMagnitudeSTDEV.",-0.398032586842105
"342",1,"WALKING","frequencyBodyBodyAccJerkMagnitudeSTDEV.",-0.103492403002105
"343",1,"WALKING","frequencyBodyBodyGyroMagnitudeSTDEV.",-0.321017953894737
"344",1,"WALKING","frequencyBodyBodyGyroJerkMagnitudeSTDEV.",-0.381601911789474
"345",1,"WALKING_DOWNSTAIRS","timeBodyAccMEANX",0.289188320408163
"346",1,"WALKING_DOWNSTAIRS","timeBodyAccMEANY",-0.00991850461020408
"347",1,"WALKING_DOWNSTAIRS","timeBodyAccMEANZ",-0.107566190908163
"348",1,"WALKING_DOWNSTAIRS","timeGravityAccMEANX",0.931874418979592
"349",1,"WALKING_DOWNSTAIRS","timeGravityAccMEANY",-0.266610338979592
"350",1,"WALKING_DOWNSTAIRS","timeGravityAccMEANZ",-0.0621199585938775
"351",1,"WALKING_DOWNSTAIRS","timeBodyAccJerkMEANX",0.0541553164897959
"352",1,"WALKING_DOWNSTAIRS","timeBodyAccJerkMEANY",0.0296504490408163
"353",1,"WALKING_DOWNSTAIRS","timeBodyAccJerkMEANZ",-0.0109719730183673
"354",1,"WALKING_DOWNSTAIRS","timeBodyGyroMEANX",-0.0350781902989796
"355",1,"WALKING_DOWNSTAIRS","timeBodyGyroMEANY",-0.0909371290204082
"356",1,"WALKING_DOWNSTAIRS","timeBodyGyroMEANZ",0.0900850142030612
"357",1,"WALKING_DOWNSTAIRS","timeBodyGyroJerkMEANX",-0.0739592036271429
"358",1,"WALKING_DOWNSTAIRS","timeBodyGyroJerkMEANY",-0.0439902783367347
"359",1,"WALKING_DOWNSTAIRS","timeBodyGyroJerkMEANZ",-0.0270461061061224
"360",1,"WALKING_DOWNSTAIRS","timeBodyAccMagnitudeMEAN..",0.0271882914106122
"361",1,"WALKING_DOWNSTAIRS","timeGravityAccMagnitudeMEAN..",0.0271882914106122
"362",1,"WALKING_DOWNSTAIRS","timeBodyAccJerkMagnitudeMEAN..",-0.0894474807979592
"363",1,"WALKING_DOWNSTAIRS","timeBodyGyroMagnitudeMEAN..",-0.0757412543673469
"364",1,"WALKING_DOWNSTAIRS","timeBodyGyroJerkMagnitudeMEAN..",-0.295463843346939
